_id,locationId,locationName,locationType,address,city,postal_code,addressInfo,lat,long,dates,hours,info,phone,phoneExt,phoneAlt,phoneAltExt,website,accessibility,sameDayAppt,active,temporarily_closed,pharmacy,operated_by,location_name_fr,operated_by_fr,address_fr,province,PHU,PHU_fr,monday,tuesday,wednesday,thursday,friday,saturday,sunday,appointments,online_appointments,phone_appointments,walk_ins,symptomatic,drive_through,general_population,children_under_2,age_threshold,weeks_pregnant,french_language_services,accessible,asl_interpretation,first_nations,free_parking,paid_parking,public_transit,additional_information,additional_information_fr,Monday_Open,Monday_Closed,Tuesday_Open,Tuesday_Closed,Wednesday_Open,Wednesday_Closed,Thursday_Open,Thursday_Closed,Friday_Open,Friday_Closed,Saturday_Open,Saturday_Closed,Sunday_Open,Sunday_Closed,Data_Source,OBJECTID,geometry
17505,,Shoppers Drug Mart 500,Pharmacy Immunization Site,1630 Danforth Ave,TORONTO,M4C 1H6,,,-79.32226538699994,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416- 461-2453,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,198,"{u'type': u'Point', u'coordinates': (-79.322265387, 43.68395699)}"
17506,,Shoppers Drug Mart 865,Pharmacy Immunization Site,125 The Queensway,ETOBICOKE,M8Y 1H6,,,-79.48155067399999,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-766-6196,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,199,"{u'type': u'Point', u'coordinates': (-79.481550674, 43.630166261)}"
17507,,Shoppers Drug Mart 836,Pharmacy Immunization Site,523 St. Clair Ave. West,TORONTO,M6C 1A1,,,-79.41922389199999,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-538-1155,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,200,"{u'type': u'Point', u'coordinates': (-79.419223892, 43.682747376)}"
17508,,Shoppers Drug Mart 841,Pharmacy Immunization Site,2345 Yonge St.,TORONTO,M4P 1E4,,,-79.39793285399999,,"Monday: midnight to midnight, Tuesday: midnight to midnight, Wednesday: midnight to midnight, Thursday: midnight to midnight, Friday: midnight to midnight, Saturday: midnight to midnight, Sunday: midnight to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-487-5411,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,201,"{u'type': u'Point', u'coordinates': (-79.397932854, 43.708950967)}"
17509,,Shoppers Drug Mart 1287,Pharmacy Immunization Site,1500 Woodbine Ave.,TORONTO,M4C 4G9,,,-79.31921453299998,,"Monday: midnight to midnight, Tuesday: midnight to midnight, Wednesday: midnight to midnight, Thursday: midnight to midnight, Friday: midnight to midnight, Saturday: midnight to midnight, Sunday: midnight to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-429-2529,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,202,"{u'type': u'Point', u'coordinates': (-79.319214533, 43.699241101)}"
17510,,Eglinton/Bathurst Toronto Rexall,Pharmacy Immunization Site,901 Eglinton Avenue West,Toronto,M6C 2C1,,,-79.42750259599995,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-787-1344,,,,https://www.rexall.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,203,"{u'type': u'Point', u'coordinates': (-79.427502596, 43.70047591)}"
17511,,Shoppers Drug Mart 818,Pharmacy Immunization Site,759 Mount Pleasant Rd.,TORONTO,M4S 2N4,,,-79.38947867999997,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-482-7100,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,204,"{u'type': u'Point', u'coordinates': (-79.38947868, 43.707775578)}"
17512,,Shoppers Drug Mart 1314,Pharmacy Immunization Site,1235 Mccowan Rd.,SCARBOROUGH,M1H 3K3,,,-79.25104076599996,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-412-1353,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,205,"{u'type': u'Point', u'coordinates': (-79.251040766, 43.772890602)}"
17513,,Shoppers Drug Mart 823,Pharmacy Immunization Site,970 Queen St. East,TORONTO,M4M 1J8,,,-79.34047378699995,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-462-0062,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,206,"{u'type': u'Point', u'coordinates': (-79.340473787, 43.661232463)}"
17514,,Shoppers Drug Mart 1281,Pharmacy Immunization Site,292 Dupont St.,TORONTO,M5R 1V9,,,-79.40791405299996,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-972-0232,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,207,"{u'type': u'Point', u'coordinates': (-79.407914053, 43.674934792)}"
17515,,Shoppers Drug Mart 863,Pharmacy Immunization Site,5230 DUNDAS ST. W.,ETOBICOKE,M9B 1A8,,,-79.53812910599999,,"Monday: midnight to midnight, Tuesday: midnight to midnight, Wednesday: midnight to midnight, Thursday: midnight to midnight, Friday: midnight to midnight, Saturday: midnight to midnight, Sunday: midnight to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-233-3269,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,208,"{u'type': u'Point', u'coordinates': (-79.538129106, 43.640261296)}"
17516,,Shoppers Drug Mart 821,Pharmacy Immunization Site,770 Lawrence Ave. West,TORONTO,M6A 3C6,,,-79.45237315699995,,"Monday: midnight to midnight, Tuesday: midnight to midnight, Wednesday: midnight to midnight, Thursday: midnight to midnight, Friday: midnight to midnight, Saturday: midnight to midnight, Sunday: midnight to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-787-0238,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,209,"{u'type': u'Point', u'coordinates': (-79.452373157, 43.715201537)}"
17517,,Shoppers Drug Mart 880,Pharmacy Immunization Site,1571 Sandhurst Circle,SCARBOROUGH,M1V 1V2,,,-79.26931207399997,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-292-6602,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,210,"{u'type': u'Point', u'coordinates': (-79.269312074, 43.809220727)}"
17518,,Shoppers Drug Mart 877,Pharmacy Immunization Site,1859 Leslie St.,TORONTO,M3B 2M1,,,-79.35962517899999,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-383-9599,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,211,"{u'type': u'Point', u'coordinates': (-79.359625179, 43.754567819)}"
17519,,Shoppers Drug Mart 1388,Pharmacy Immunization Site,2330 Kennedy Rd.,SCARBOROUGH,M1T 3H1,,,-79.28913,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-299-3532,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,212,"{u'type': u'Point', u'coordinates': (-79.28913, 43.784135226)}"
17520,,Queen & University Rexall,Pharmacy Immunization Site,250 University Ave Unit 120,Toronto,M5H 3E5,,,-79.387018614,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-591-6493,,,,https://www.rexall.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,213,"{u'type': u'Point', u'coordinates': (-79.387018614, 43.650413472)}"
17521,,Shoppers Drug Mart 1301,Pharmacy Immunization Site,5671 Steeles Ave. East,SCARBOROUGH,M1V 5P6,,,-79.26618788799998,,"Monday: 9 a.m. to midnight, Tuesday: 9 a.m. to midnight, Wednesday: 9 a.m. to midnight, Thursday: 9 a.m. to midnight, Friday: 9 a.m. to midnight, Saturday: 9 a.m. to midnight, Sunday: 10 a.m. to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-292-2024,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,214,"{u'type': u'Point', u'coordinates': (-79.266187888, 43.832776635)}"
17522,,Shoppers Drug Mart 813,Pharmacy Immunization Site,725 College St.,TORONTO,M6G 1C5,,,-79.41909159799998,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-534-2375,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,215,"{u'type': u'Point', u'coordinates': (-79.419091598, 43.65427804)}"
17523,,Shoppers Drug Mart 829,Pharmacy Immunization Site,265 Port Union Rd.,SCARBOROUGH,M1C 2L3,,,-79.13950366999995,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-284-9229,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,216,"{u'type': u'Point', u'coordinates': (-79.13950367, 43.788621397)}"
17524,,Shoppers Drug Mart 871,Pharmacy Immunization Site,45 Overlea Blvd.,TORONTO,M4H 1C3,,,-79.34625567,,"Monday: 9 a.m. to midnight, Tuesday: 9 a.m. to midnight, Wednesday: 9 a.m. to midnight, Thursday: 9 a.m. to midnight, Friday: 9 a.m. to midnight, Saturday: 9 a.m. to midnight, Sunday: 10 a.m. to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-421-5141,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,217,"{u'type': u'Point', u'coordinates': (-79.34625567, 43.705538116)}"
17525,,Shoppers Drug Mart 820,Pharmacy Immunization Site,1084 Wilson Ave.,TORONTO,M3K 1G6,,,-79.48084541099996,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 9 a.m. to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-633-9884,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,218,"{u'type': u'Point', u'coordinates': (-79.480845411, 43.728254536)}"
17526,,Shoppers Drug Mart 811,Pharmacy Immunization Site,2999 Kingston Rd.,SCARBOROUGH,M1M 1P1,,,-79.23097158499995,,"Monday: 9 a.m. to midnight, Tuesday: 9 a.m. to midnight, Wednesday: 9 a.m. to midnight, Thursday: 9 a.m. to midnight, Friday: 9 a.m. to midnight, Saturday: 9 a.m. to midnight, Sunday: 10 a.m. to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-261-6114,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,219,"{u'type': u'Point', u'coordinates': (-79.230971585, 43.725155934)}"
17527,,Shoppers Drug Mart 1320,Pharmacy Immunization Site,388 King Street West,TORONTO,M5V 1K2,,,-79.39273864100001,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-597-6550,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,220,"{u'type': u'Point', u'coordinates': (-79.392738641, 43.64632013)}"
17528,,Shoppers Drug Mart 1214,Pharmacy Immunization Site,1840 EGLINTON AVE W,TORONTO,M6E 2J4,,,-79.45087400799997,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-256-6199,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,221,"{u'type': u'Point', u'coordinates': (-79.450874008, 43.695808882)}"
17529,,Shoppers Drug Mart 856,Pharmacy Immunization Site,2251 Lawrence Av East,SCARBOROUGH,M1P 2P5,,,-79.27655216299995,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-759-6767,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,222,"{u'type': u'Point', u'coordinates': (-79.276552163, 43.748649471)}"
17530,,Shoppers Drug Mart 1166,Pharmacy Immunization Site,3446 Dundas St W,TORONTO,M6S 2S1,,,-79.486605543,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416- 766-8131,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,223,"{u'type': u'Point', u'coordinates': (-79.486605543, 43.665870051)}"
17531,,Shoppers Drug Mart 806,Pharmacy Immunization Site,360A Bloor St W,TORONTO,M5S 1X1,,,-79.40518464799999,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416- 961-2121,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,224,"{u'type': u'Point', u'coordinates': (-79.405184648, 43.66664672)}"
17532,,Shoppers Drug Mart #943,Pharmacy Immunization Site,465 Yonge St,Toronto,M4Y 1X4,,,-79.38302543499998,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-408-4000,,,,https://www.shoppersdrugmart.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,225,"{u'type': u'Point', u'coordinates': (-79.383025435, 43.661814113)}"
17533,,Shoppers Drug Mart 1414,Pharmacy Immunization Site,260 Queen St. West,TORONTO,M5V 1Z8,,,-79.39188749199997,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-979-3903,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,226,"{u'type': u'Point', u'coordinates': (-79.391887492, 43.649891591)}"
17534,,Shoppers Drug Mart 1351,Pharmacy Immunization Site,18 Jarvis St.,TORONTO,M5E 1N1,,,-79.370882177,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-203-3700,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,227,"{u'type': u'Point', u'coordinates': (-79.370882177, 43.647503698)}"
17535,,Shoppers Drug Mart 857,Pharmacy Immunization Site,123 Rexdale Blvd,ETOBICOKE,M9W 1P1,,,-79.56524088399999,,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416- 743-1645,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,228,"{u'type': u'Point', u'coordinates': (-79.565240884, 43.711375082)}"
17536,,Shoppers Drug Mart 989,Pharmacy Immunization Site,2223 Bloor St. West,TORONTO,M6S 1N7,,,-79.47647314199997,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 9 a.m.-10 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-769-1105,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,229,"{u'type': u'Point', u'coordinates': (-79.476473142, 43.650929345)}"
17537,,Rexall - First Canadian Place,Pharmacy Immunization Site,"1 First Canadian Place, Unit # CN1038",Toronto,M5X 1C8,,,-79.38171077199995,,"Monday: 9 a.m.-5 p.m., Tuesday: 9 a.m.-5 p.m., Wednesday: 9 a.m.-5 p.m., Thursday: 9 a.m.-5 p.m., Friday: 9 a.m.-5 p.m., Saturday: Closed, Sunday: Closed",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-362-6480,,,,https://www.rexall.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,230,"{u'type': u'Point', u'coordinates': (-79.381710772, 43.648769522)}"
17538,,Shoppers Drug Mart 982,Pharmacy Immunization Site,1601 Bayview Ave,TORONTO,M4G 3B5,,,-79.37508235499995,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416- 489-1873,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,231,"{u'type': u'Point', u'coordinates': (-79.375082355, 43.706346013)}"
17539,,Shoppers Drug Mart 997,Pharmacy Immunization Site,66 Wellington St. West Unit 10,TORONTO,M5K 1A1,,,-79.381224798,,"Monday: 8 a.m.-5 p.m., Tuesday: 8 a.m.-5 p.m., Wednesday: 8 a.m.-5 p.m., Thursday: 8 a.m.-5 p.m., Friday: 8 a.m.-5 p.m., Saturday: closed, Sunday: closed",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-365-0927,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,232,"{u'type': u'Point', u'coordinates': (-79.381224798, 43.647230883)}"
17540,,Shoppers Drug Mart 808,Pharmacy Immunization Site,3010 Bloor St. West,ETOBICOKE,M8X 1C2,,,-79.51105767999995,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-234-0136,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,233,"{u'type': u'Point', u'coordinates': (-79.51105768, 43.647715035)}"
17541,,Shoppers Drug Mart 1232,Pharmacy Immunization Site,180 Danforth Ave.,TORONTO,M4K 1N1,,,-79.35700688399999,,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-466-5698,,,,https://www.shoppersdrugmart.ca/covid19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,234,"{u'type': u'Point', u'coordinates': (-79.357006884, 43.676890398)}"
17542,,Cloverdale Mall Toronto,Pharmacy Immunization Site,250 The East Mall,Etobicoke,M9B 3Y8,,,-79.55446629,,"Monday: 8:30 a.m.-8 p.m., Tuesday: 8:30 a.m.-8 p.m., Wednesday: 8:30 a.m.-8 p.m., Thursday: 8:30 a.m.-8 p.m., Friday: 8:30 a.m.-8 p.m., Saturday: 9 a.m.-6 p.m., Sunday: 10 a.m.-6 p.m.",Toronto residents aged 40 and over are eligible to receive the AstraZeneca vaccine by appointment only.,416-239-3512,,,,https://www.rexall.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province of Ontario,235,"{u'type': u'Point', u'coordinates': (-79.55446629, 43.63242299)}"
